backend,benchmark,qubits,layers,run_index,warmup,wall_ms,cpu_s,state_size
default.qubit,qft,15,,0,True,31.421583999872382,0.10004543800000043,32768
default.qubit,qft,15,,1,False,26.012174999777926,0.09789127300000011,32768
default.qubit,qft,15,,2,False,26.47291099992799,0.11033781200000004,32768
default.qubit,qft,15,,3,False,26.2379079999846,0.09812647000000041,32768
default.qubit,qft,20,,0,True,1330.9525639997446,31.637232374000003,1048576
default.qubit,qft,20,,1,False,1571.2249569996857,37.675889423,1048576
default.qubit,qft,20,,2,False,1325.9242520002772,31.751848351999996,1048576
default.qubit,qft,20,,3,False,1142.40466199999,27.426255391000012,1048576
default.qubit,qft,24,,0,True,37355.60472599991,773.99251303,16777216
default.qubit,qft,24,,1,False,36149.06225999993,768.2680407959999,16777216
default.qubit,qft,24,,2,False,37018.54607899986,769.4587236540001,16777216
default.qubit,qft,24,,3,False,36968.56082499972,770.7986592870002,16777216
default.qubit,qaoa_ring,15,6,0,True,37.025613999958296,0.49930759900007615,32768
default.qubit,qaoa_ring,15,6,1,False,28.954837000128464,0.11277458799986562,32768
default.qubit,qaoa_ring,15,6,2,False,28.56669199991302,0.11235778399986884,32768
default.qubit,qaoa_ring,15,6,3,False,28.41615199986336,0.11222227899997961,32768
default.qubit,qaoa_ring,20,6,0,True,1310.8854399997654,30.983026565999808,1048576
default.qubit,qaoa_ring,20,6,1,False,1312.1797399999195,31.494772682000075,1048576
default.qubit,qaoa_ring,20,6,2,False,1147.223638000014,27.707281502000114,1048576
default.qubit,qaoa_ring,20,6,3,False,1082.4931519996426,26.09069909999971,1048576
default.qubit,qaoa_ring,24,6,0,True,32334.933195999838,713.8520241229999,16777216
default.qubit,qaoa_ring,24,6,1,False,32895.53095000019,720.6869664809997,16777216
default.qubit,qaoa_ring,24,6,2,False,32552.92277200033,718.261599337,16777216
default.qubit,qaoa_ring,24,6,3,False,32540.704320999794,718.7593434969995,16777216
default.qubit,ghz,15,,0,True,3.0174080002325354,0.09382339300009335,32768
default.qubit,ghz,15,,1,False,2.5557879998814315,0.0965148280001813,32768
default.qubit,ghz,15,,2,False,2.4688769999556825,0.0024716699999771663,32768
default.qubit,ghz,15,,3,False,2.451565999763261,0.09274044800076808,32768
default.qubit,ghz,20,,0,True,67.09018600031413,1.6029504369998904,1048576
default.qubit,ghz,20,,1,False,76.81465599989679,1.8265558139992208,1048576
default.qubit,ghz,20,,2,False,59.966491000068345,1.439864678000049,1048576
default.qubit,ghz,20,,3,False,62.50759400018069,1.531465269000364,1048576
default.qubit,ghz,24,,0,True,1711.681747000057,4.642781039000511,16777216
default.qubit,ghz,24,,1,False,1634.8422199998822,3.9207610770008614,16777216
default.qubit,ghz,24,,2,False,1692.1915430002628,3.956150658000297,16777216
default.qubit,ghz,24,,3,False,1611.930867999945,3.830474057000174,16777216
default.qubit,grover_proxy,15,,0,True,9.530154000003677,0.023756493000291812,32768
default.qubit,grover_proxy,15,,1,False,8.211116999973456,0.032269739999719604,32768
default.qubit,grover_proxy,15,,2,False,8.058568999786075,0.032112259000314225,32768
default.qubit,grover_proxy,15,,3,False,8.41263499978595,0.03247193100014556,32768
default.qubit,grover_proxy,20,,0,True,517.7067580002586,12.074484886000391,1048576
default.qubit,grover_proxy,20,,1,False,420.4032620000362,10.184281883999574,1048576
default.qubit,grover_proxy,20,,2,False,439.4109429999844,10.485828746999687,1048576
default.qubit,grover_proxy,20,,3,False,449.3791049999345,10.859148032000121,1048576
default.qubit,grover_proxy,24,,0,True,13004.560431999835,241.86956142300005,16777216
default.qubit,grover_proxy,24,,1,False,12970.455025999854,240.32706736300042,16777216
default.qubit,grover_proxy,24,,2,False,13537.4295849997,242.0639543340003,16777216
default.qubit,grover_proxy,24,,3,False,13204.187942000317,241.2039248459996,16777216
default.qubit,phase_estimation,15,,0,True,36.80218199997398,0.5228681299995515,32768
