backend,benchmark,qubits,layers,warmups,repeats,mean_ms,stdev_ms,stderr_ms,ci95_ms,min_ms,max_ms
qiskit_aer_statevector_cpu,qft,15,,1,3,7.669059666644292,2.1148239673485643,1.220994186837366,2.3931486062012373,5.7969920000005,9.963033999952131
qiskit_aer_statevector_cpu,qft,20,,1,3,40.213461333337364,1.2000934415605156,0.6928742715376681,1.3580335722138295,38.98492200005421,41.38292699997237
qiskit_aer_statevector_cpu,qft,24,,1,3,805.1273906666362,12.176808348700513,7.030283577992724,13.779355812865738,793.4138450000319,817.7198369999132
qiskit_aer_statevector_cpu,qft,26,,1,3,3183.7072576666965,232.72498603063346,134.36383333193814,263.3531133305988,2994.9752760001047,3443.7418889999662
qiskit_aer_statevector_cpu,qft,28,,1,3,13268.292556666629,564.781705503735,326.07686970595734,639.1106646236764,12879.147487999944,13916.079126
qiskit_aer_statevector_cpu,qaoa_ring,15,6,1,3,8.529422666659533,1.4443080102898884,0.8338716185335999,1.6343883723258559,7.4155830000108836,10.161305999986325
qiskit_aer_statevector_cpu,qaoa_ring,20,6,1,3,56.87786666669581,1.8969118719663138,1.0951825799087482,2.1465578566211465,55.654365999998845,59.063008000066475
qiskit_aer_statevector_cpu,qaoa_ring,24,6,1,3,1084.7491816666661,32.898390201871194,18.99389443895568,37.22803310035314,1058.3785579999585,1121.6145849999748
qiskit_aer_statevector_cpu,qaoa_ring,26,6,1,3,4158.591839333326,81.48460192155724,47.04515685422057,92.20850743427232,4091.99043600006,4249.450599999932
qiskit_aer_statevector_cpu,qaoa_ring,28,6,1,3,16994.479048666635,536.5130660664761,309.75596311723143,607.1216877097736,16615.99102499997,17608.465785000022
qiskit_aer_statevector_cpu,ghz,15,,1,3,43.005588999979715,42.411116110051985,24.48606930277099,47.992695833431135,16.19868000000224,91.90192999994906
qiskit_aer_statevector_cpu,ghz,20,,1,3,22.372800333376592,0.2709389947758341,0.15642670156779445,0.30659633507287715,22.162660000049073,22.678591000044435
qiskit_aer_statevector_cpu,ghz,24,,1,3,212.79361400002017,8.662063420322102,5.001044647460576,9.80204750902273,206.01855400002478,222.55337000001418
qiskit_aer_statevector_cpu,ghz,26,,1,3,728.2533560000198,38.99420183850292,22.513312928294262,44.12609333945675,692.4069080000663,769.7736540000051
qiskit_aer_statevector_cpu,ghz,28,,1,3,3111.0540009999945,470.14972078552694,271.44106785495137,532.0244929957047,2805.2746299999853,3652.421474999983
qiskit_aer_statevector_cpu,grover_proxy,15,,1,3,3.051420999971318,1.4339783529927568,0.8279077881124643,1.6226992647004301,1.9699439999385504,4.678022999996756
qiskit_aer_statevector_cpu,grover_proxy,20,,1,3,12.286104333384174,1.694093261249796,0.9780852004149009,1.9170469928132057,11.13087600003837,14.230846000032216
qiskit_aer_statevector_cpu,grover_proxy,24,,1,3,178.32766700003808,12.278017031713393,7.088716438374537,13.893884219214092,165.43296100007865,189.878412999974
qiskit_aer_statevector_cpu,grover_proxy,26,,1,3,700.7932609999822,65.24043223115636,37.666581110705664,73.8264989769831,660.3574069999922,776.0568079999075
qiskit_aer_statevector_cpu,grover_proxy,28,,1,3,2999.136267999991,248.28388264520837,143.3467664806565,280.9596623020867,2763.719746999982,3258.5455610000054
qiskit_aer_statevector_cpu,phase_estimation,15,,1,3,7.622399333323908,2.956007086514478,1.7066514871255754,3.3450369147661276,5.723279999983788,11.028172999999697
qiskit_aer_statevector_cpu,phase_estimation,20,,1,3,46.54299766665796,8.196162512379018,4.732056632843946,9.274831000374135,39.42392400006156,55.503105999946456
qiskit_aer_statevector_cpu,phase_estimation,24,,1,3,1014.4367786666635,27.563141112496474,15.91358694101148,31.190630404382503,993.0521939999153,1045.543561000045
qiskit_aer_statevector_cpu,phase_estimation,26,,1,3,4109.79377066667,51.16305184992106,29.539001758114708,57.89644344590483,4052.9196510000247,4152.074917999926
qiskit_aer_statevector_cpu,phase_estimation,28,,1,3,16735.428236333366,708.8241992300156,409.2398422335704,802.110090777798,16299.216271999967,17553.30174599999
qiskit_aer_statevector_cpu,tfim_trotter,15,,1,3,21.675001333354277,5.676773889425794,3.277486933188621,6.423874389049697,17.022859000007884,28.000315000099363
qiskit_aer_statevector_cpu,tfim_trotter,20,,1,3,255.58524499994442,76.86188680950609,44.37623103989089,86.97741283818614,174.9570289998701,328.02516399988235
qiskit_aer_statevector_cpu,tfim_trotter,24,,1,3,3485.915040000085,79.18970001156116,45.72019461872055,89.61158145269228,3422.6412680000067,3574.721244000102
qiskit_aer_statevector_cpu,tfim_trotter,26,,1,3,12872.498146666658,310.8917167531605,179.49341635626212,351.8070960582737,12524.41798399991,13122.58959099995
qiskit_aer_statevector_cpu,tfim_trotter,28,,1,3,53621.4292436667,463.25780247875196,267.4620169653019,524.2255532519918,53088.02916800005,53923.07296500007
