backend,benchmark,qubits,layers,run_index,warmup,wall_ms,cpu_s,state_size
lightning.gpu,qaoa_ring,20,6,2,False,34.68150000026071,0.03332402400000234,1048576
lightning.gpu,qaoa_ring,20,6,3,False,34.48219599977165,0.03294033799999596,1048576
lightning.gpu,qaoa_ring,24,6,0,True,420.4253919997427,0.41782733800000216,16777216
lightning.gpu,qaoa_ring,24,6,1,False,373.9860450004926,0.37266935600000295,16777216
lightning.gpu,qaoa_ring,24,6,2,False,375.74299999960203,0.37476637000000323,16777216
lightning.gpu,qaoa_ring,24,6,3,False,373.31930800064583,0.3721193860000014,16777216
lightning.gpu,qaoa_ring,26,6,0,True,1596.185708000121,1.5862288650000025,67108864
lightning.gpu,qaoa_ring,26,6,1,False,1561.074763999386,1.5540348879999968,67108864
lightning.gpu,qaoa_ring,26,6,2,False,1567.9639400004817,1.5670221600000005,67108864
lightning.gpu,qaoa_ring,26,6,3,False,1526.2671729997237,1.5247343389999983,67108864
lightning.gpu,qaoa_ring,28,6,0,True,7574.15702399976,7.559249651999998,268435456
lightning.gpu,qaoa_ring,28,6,1,False,7314.351421000538,7.285587714000002,268435456
lightning.gpu,qaoa_ring,28,6,2,False,6660.242791999735,6.6424102430000005,268435456
lightning.gpu,qaoa_ring,28,6,3,False,7535.499370000252,7.522635432000001,268435456
lightning.gpu,ghz,15,,0,True,8.892114000445872,0.005467391999999904,32768
lightning.gpu,ghz,15,,1,False,6.182803000228887,0.0033964679999911596,32768
lightning.gpu,ghz,15,,2,False,5.821041000672267,0.00320655100000522,32768
lightning.gpu,ghz,15,,3,False,6.208325999978115,0.0034887919999988526,32768
lightning.gpu,ghz,20,,0,True,14.06300199960242,0.010704302000007715,1048576
lightning.gpu,ghz,20,,1,False,10.632497999722546,0.008059473000002981,1048576
lightning.gpu,ghz,20,,2,False,11.556423000001814,0.009129209999997556,1048576
lightning.gpu,ghz,20,,3,False,9.593535000021802,0.007161143999994124,1048576
lightning.gpu,ghz,24,,0,True,98.1281439999293,0.09343818700000384,16777216
lightning.gpu,ghz,24,,1,False,85.42578699962178,0.08290728899999067,16777216
lightning.gpu,ghz,24,,2,False,105.94441400007781,0.1038113699999883,16777216
lightning.gpu,ghz,24,,3,False,85.01512299972092,0.08175537699999325,16777216
lightning.gpu,ghz,26,,0,True,342.60959399944113,0.3344159660000088,67108864
lightning.gpu,ghz,26,,1,False,297.78737200012984,0.2956545969999951,67108864
lightning.gpu,ghz,26,,2,False,339.4279929998447,0.33743679600000576,67108864
lightning.gpu,ghz,26,,3,False,278.97658399979264,0.27629738800000325,67108864
lightning.gpu,ghz,28,,0,True,1849.3124259994147,1.8344724869999993,268435456
lightning.gpu,ghz,28,,1,False,1621.1245750000671,1.6116536979999978,268435456
lightning.gpu,ghz,28,,2,False,1336.8194740005492,1.318619892000001,268435456
lightning.gpu,ghz,28,,3,False,1114.3143639992559,1.1124500869999991,268435456
lightning.gpu,grover_proxy,15,,0,True,11.848345000544214,0.008430435999997599,32768
lightning.gpu,grover_proxy,15,,1,False,8.04129100015416,0.00571771799999965,32768
lightning.gpu,grover_proxy,15,,2,False,9.37264399999549,0.006909286000009729,32768
lightning.gpu,grover_proxy,15,,3,False,7.990267999957723,0.005614818000012178,32768
lightning.gpu,grover_proxy,20,,0,True,24.797975000183214,0.0220938799999999,1048576
lightning.gpu,grover_proxy,20,,1,False,21.488680000402383,0.01995849200000066,1048576
